제목,감독,국가,개봉일,평점,장르
a man for the week end,,,2015-10-01,5.5,
biking borders,,,2021-02-19,7.2,
elite short stories: omar ander alexis,,,2017-02-01,4.0,
let's eat,,,2016-02-04,5.0,
lowriders,,,2017-04-28,6.73,
millennials,,,2015-03-10,4.3,
penguin town,,,2016-01-01,3.8,
security,,,2016-03-31,0.0,
silver skates,,,2020-12-10,7.6,
avengers climate conundrum,,,2017-11-22,6.9,
beyond evil,,,2015-02-05,8.0,
elite short stories: nadia guzmán,,,2016-02-10,5.3,
headspace: unwind your mind,,,2021-06-15,6.8,
life of crime,,,2015-09-09,6.0,
power rangers dino fury,,,2016-03-24,6.083,
rhyme time town,,,2016-08-17,4.4,
rogue warfare: death of a nation,,,2020-09-25,5.1,
sir! no sir!,,,2018-09-20,7.1,
the american bible challenge,,,2015-06-02,6.0,
the reason i jump,,,2020-01-23,7.31,
elite short stories: guzmán caye rebe,,,2017-02-01,4.0,
metallica: some kind of monster,,,2016-11-11,5.523,
picture a scientist,,,2020-11-11,8.1,
the devil below,,,2021-03-05,4.513,
bling empire - the afterparty,,,2016-05-06,5.6,
cobra kai - the afterparty,,,2016-08-18,4.0,
love (ft. marriage and divorce),,,2015-07-15,6.5,
to all the boys: always and forever - the afterparty,,,2021-02-12,7.518,
lego friends: the power of friendship,,,2015-04-10,7.3,
lupin,,,2020-12-01,0.0,
sarbath,,,2021-04-11,5.0,
skater girl,,,2021-06-11,7.283,
trese,,,2016-03-06,4.0,
trese after dark,,,2021-06-10,6.6,
wish dragon,,,2021-01-15,7.885,
a haunted house 2,,,2016-10-26,5.656,
blind intersections,,,2017-07-14,6.14,
camellia sisters,,,2015-12-18,5.968,
copenhagen,,,2015-01-15,5.0,
locombianos,,,2018-12-05,8.221,
until midnight,,,2015-12-26,0.0,
awake,,,2015-01-01,1.0,
confusion na wa,,,2015-10-01,0.0,
"fresh, fried & crispy",,,2015-05-06,6.833,
l.a.’s finest,,,2016-08-11,5.25,
tragic jungle,,,2020-09-09,6.195,
guru aur bhole,,,2015-02-26,0.0,
vampire academy,,,2015-10-12,0.0,
"newly rich, newly poor",,,2019-01-24,7.107,
a private war,,,2018-11-16,6.798,
kitty love: an homage to cats,,,2020-09-30,4.9,
small chops,,,2020-01-31,0.0,
breaking boundaries: the science of our planet,,,2021-06-04,7.4,
feel good,,,2015-03-19,0.0,
fireplace 4k: classic crackling fireplace from fireplace for your home,,,,,
fireplace 4k: crackling birchwood from fireplace for your home,,,2019-12-12,0.0,
human: the world within,,,2015-09-12,8.493,
sweet & sour,,,2021-06-04,7.732,
sweet tooth,,,2019-08-31,6.8,
trippin' with the kandasamys,,,2021-06-04,6.77,
xtreme,,,2021-06-04,6.331,
alan saldaña: locked up,,,2021-06-03,6.0,
creator's file: gold,,,2015-12-10,5.0,
dancing queens,,,2021-06-03,5.931,
from stress to happiness,,,2020-12-01,6.1,
myriam fares: the journey,,,2021-06-03,6.0,
pretty guardian sailor moon eternal the movie,,,2021-01-08,7.874,
summertime,,,2015-08-19,6.698,
the girl and the gun,,,2021-06-24,4.6,
2 hearts,,,2020-10-16,7.348,
a perfect ending,,,2016-02-14,5.476,
american outlaws,,,2015-09-22,6.0,
and then came lola,,,2016-05-19,2.0,
attack on titan,,,2015-08-01,6.1,
battlefield earth,,,2021-09-07,4.8,
ben & holly's little kingdom,,,2015-04-22,7.0,
black holes | the edge of all we know,,,2020-03-18,6.627,
carnaval,,,2021-06-02,5.1,
cloudburst,,,2015-09-01,3.667,
cocomelon,,,2016-08-17,4.4,
company of heroes,,,2020-11-06,0.0,
cradle 2 the grave,,,2016-05-23,5.5,
domestic disturbance,,,2017-10-17,4.0,
downton abbey,,,2019-09-12,7.144,
dream/killer,,,2015-04-19,6.703,
felon,,,2015-04-15,5.2,
flipped,,,2015-12-15,5.444,
gold statue,,,2021-06-01,6.0,
happy endings,,,2015-02-16,7.0,
hostel: part iii,,,2015-03-02,4.568,
i am sam,,,2015-04-21,5.313,
million dollar baby,,,2016-06-23,3.0,
mosquita y mari,,,2015-09-05,5.6,
never back down 2: the beatdown,,,2019-02-01,6.8,
ninja assassin,,,2015-08-27,6.4,
ouran high school host club,,,2015-05-28,6.865,
population 436,,,2018-10-17,8.5,
racket boys,,,2018-04-26,0.0,
seven souls in the skull castle: season moon jogen,,,2019-10-04,4.0,
seven souls in the skull castle: season moon kagen,,,2019-10-04,4.0,
sniper: legacy,,,2015-06-19,4.5,
starsky & hutch,,,2015-09-30,5.776,
super monsters: once upon a rhyme,,,2021-06-01,6.1,
swordfish,,,2017-03-30,0.0,
the girl king,,,2015-12-11,6.269,
the interpreter,,,2018-03-01,6.0,
the meddler,,,2016-04-05,5.967,
the platform,,,2017-11-22,5.0,
the wedding guest,,,2019-03-01,5.677,
the wind,,,2018-05-05,5.664,
then came you,,,2018-12-05,7.457,
welcome home,,,2015-06-17,6.1,
dirty john,,,2016-07-12,4.333,
bo burnham: inside,,,2021-07-22,8.0,
one lagos night,,,2021-05-29,2.0,
collateral beauty,,,2016-12-15,7.22,
dog gone trouble,,,2015-06-11,5.8,
the kominsky method,,,2015-09-16,6.223,
the least expected day: inside the movistar team 2019,,,2016-02-14,5.0,
word of honor,,,2018-06-03,3.0,
black space,,,2015-01-01,0.0,
blue miracle,,,2021-05-27,7.361,
eden,,,2015-12-29,0.0,
ghost lab,,,2021-05-26,6.538,
ragnarok,,,2018-01-31,7.2,
soy rada: serendipity,,,2021-05-27,4.5,
the day i lost my shadow,,,2018-09-02,5.7,
baggio: the divine ponytail,,,2021-05-26,6.392,
gatao - the last stray,,,2021-02-05,4.8,
high on the hog: how african american cuisine transformed america,,,2019-04-19,2.6,
jojo's bizarre adventure,,,2015-02-07,5.372,
nail bomber: manhunt,,,2021-05-26,6.542,
a place in the stars,,,2015-09-30,5.776,
home,,,2016-06-14,2.5,
mad for each other,,,2020-06-13,0.0,
master of none,,,2015-06-11,5.8,
sam smith: love goes - live at abbey road studios,,,,,
99 songs,,,2021-04-16,5.2,
99 songs (tamil),,,2015-09-21,7.0,
99 songs (telugu),,,2015-09-21,7.0,
army of the dead,,,2021-05-14,6.228,
creating an army of the dead,,,2021-05-21,6.0,
jurassic world camp cretaceous,,,2015-06-06,6.699,
strain,,,2015-08-06,7.0,
the neighbor,,,2016-08-19,5.689,
678,Mohamed Diab,,2015-12-06,6.5,"Dramas, Independent Movies, International Movies"
asmaa,,,2015-09-05,5.6,
hating peter tatchell,,,2021-11-01,4.2,
little singham future mein satakli,,,2016-04-08,0.0,
special,,,2019-06-21,6.0,
spy kids: all the time in the world,,,2015-07-16,6.0,
taxi no. 9211,,,2015-04-15,7.045,
sabotage,,,2015-05-11,6.5,
small town crime,,,2018-01-19,6.4,
who killed sara?,,,2015-08-21,0.0,
amy tan: unintended memoir,,,2016-10-20,7.3,
sardar ka grandson,,,2021-05-18,7.146,
sleight,,,2016-04-28,5.413,
ahaan,,,2021-03-19,6.0,
booba: food puzzle,,,2017-06-18,0.0,
love or money,,,2021-03-11,2.0,
alma matters,,,2015-09-11,6.255,
cinema bandi,,,2021-05-14,6.808,
ferry,,,2021-05-13,6.853,
halston,,,2019-06-07,5.8,
haunted,,,2017-11-24,4.593,
i am all girls,,,2021-05-14,6.6,
jungle beat: the movie,,,2020-06-26,6.927,
"love, death & robots",,,2016-12-08,3.8,
move to heaven,,,2016-12-30,7.3,
table manners,,,2018-07-04,0.0,
the mystic river,,,2015-06-29,0.0,
the strange house,,,2015-07-24,5.3,
the upshaws - the afterparty,,,2021-05-14,7.3,
the woman in the window,,,2021-05-13,5.998,
castlevania,,,2015-12-13,6.0,
layer cake,,,2016-08-24,5.7,
tottaa pataaka item maal,,,2019-07-27,4.7,
wave of cinema: filosofi kopi,,,2020-09-18,0.0,
dance of the forty one,,,2020-11-19,7.856,
oxygen,,,2017-12-01,6.4,
the upshaws,,,2017-01-31,4.5,
use for my talent,,,2018-01-20,7.071,
dear affy,,,2020-02-14,4.3,
illegal woman,,,2020-12-11,5.7,
"money, explained",,,2015-06-11,5.8,
deadly switch,,,2019-01-15,5.257,
mine,,,2016-10-06,6.6,
nayattu,,,2021-04-08,7.514,
sleepless,,,2015-10-23,0.0,
super me,,,2021-04-09,7.425,
in our mothers' gardens,,,2015-06-24,5.476,
jupiter's legacy,,,2015-06-19,4.5,
milestone,,,2020-09-03,5.676,
monster,,,2016-11-11,5.523,
sab jholmaal hai,,,,,
the circle - the afterparty,,,2015-05-28,6.023,
time to dance,,,2016-09-17,0.0,
unrest,,,2017-10-20,7.01,
and tomorrow the entire world,,,2021-10-07,5.971,
dead man down,,,2015-09-12,6.0,
framing john delorean,,,2019-06-07,6.1,
lava ka dhaava,,,2016-06-02,6.7,
the sons of sam: a descent into darkness,,,2015-03-14,0.0,
selena: the series,,,2015-06-05,6.2,
startup,,,2017-04-06,5.852,
the clovehitch killer,,,2018-11-16,6.411,
trash truck,,,2017-10-14,6.1,
aliens stole my body,,,2020-08-04,3.857,
angelina ballerina,,,2015-07-20,4.3,
au coeur des gangs,,,2020-01-16,6.0,
barney and friends,,,2015-04-10,7.3,
dead again in tombstone,,,2017-08-30,4.913,
due date,,,2015-12-12,1.0,
fun with dick & jane,,,2016-10-09,6.9,
green zone,,,2015-06-11,5.8,
hachi: a dog's tale,,,2016-09-23,6.167,
jt leroy,,,2019-04-26,5.4,
madagascar 3: europe's most wanted,,,2016-06-23,4.0,
miniforce: super dino power,,,2015-04-25,6.5,
motu patlu in dragon's world,,,2017-06-25,0.0,
motu patlu in the game of zones,,,2020-12-19,10.0,
motu patlu in wonderland,,,2015-04-10,0.0,
motu patlu: deep sea adventure,,,2016-11-25,6.0,
motu patlu: mission moon,,,2018-04-09,0.0,
mystic river,,,2015-06-29,0.0,
never back down,,,2021-11-15,6.4,
s.m.a.r.t chase,,,2017-09-30,4.846,
sitting in limbo,,,2020-06-08,7.4,
state of play,,,2018-07-01,4.5,
swiped,,,2017-06-08,4.0,
the darkest hour,,,2015-11-14,0.0,
the lovely bones,,,2015-07-15,6.5,
the sweetest thing,,,2018-07-12,5.6,
the whole nine yards,,,2015-02-26,0.0,
the whole truth,,,2016-03-25,6.545,
the yeti adventures,,,2017-09-22,4.8,
zack and miri make a porno,,,2019-06-28,6.028,
pet stars,,,2015-09-30,5.776,
seven,,,2016-12-31,7.7,
the disciple,,,2020-09-27,6.8,
the innocent,,,2016-01-01,6.0,
the mitchells vs. the machines,,,2021-04-22,7.9,
the strangers: prey at night,,,2018-03-07,5.691,
the unremarkable juanquini,,,2015-03-30,5.7,
things heard & seen,,,2021-04-29,5.733,
yasuke,,,2017-11-17,3.7,
get the grift,,,2021-04-28,6.5,
headspace guide to sleep,,,2015-06-18,9.5,
sexify,,,2015-01-04,6.767,
august: osage county,,,2015-10-07,0.0,
battle: los angeles,,,2015-07-20,4.3,
between worlds,,,2016-10-11,7.5,
fatma,,,2015-10-07,6.164,
one,,,2018-07-13,0.0,
ram prasad ki tehrvi,,,2021-01-01,6.263,
shadow and bone - the afterparty,,,2021-04-24,7.429,
among family,,,2015-09-02,8.2,
dedemin fisi,,,2016-01-22,5.144,
deliha,,,2018-01-12,5.282,
düğün dernek,,,,,
dügün dernek 2: sünnet,,,2016-10-06,7.4,
g.o.r.a,,,2017-05-11,6.0,
hayat öpücügü,,,,,
heroes: silence and rock & roll,,,2021-04-23,8.392,
kara bela,,,2016-10-02,7.0,
kocan kadar konus,,,2015-06-19,0.0,
kocan kadar konus 2: dirilis,,,2016-12-26,5.167,
legal hash,,,2017-10-14,6.1,
let's fight ghost,,,2015-03-26,6.395,
my travel buddy,,,2017-10-27,5.857,
niyazi gül dörtnala,,,2015-05-08,3.9,
one like it,,,2020-12-03,3.5,
perfume imaginary museum “time warp”,,,2016-11-12,6.7,
shadow and bone,,,2015-06-11,5.8,
this lady called life,,,2015-09-09,6.0,
vizontele,,,2019-12-31,10.0,
homunculus,,,2021-04-02,6.0,
life in color with david attenborough,,,2015-03-14,6.467,
searching for sheela,,,2021-04-22,5.9,
stowaway,,,2021-06-24,5.982,
wild dog,,,2021-04-02,5.6,
oloibiri,,,2015-05-19,5.0,
tell me when,,,2020-12-25,6.6,
zero,,,2015-09-03,5.6,
izzy's koala world,,,,,
keymon and nani in space adventure,,,2015-06-18,9.5,
motu patlu dino invasion,,,2018-06-24,0.0,
motu patlu in octupus world,,,2017-12-24,0.0,
motu patlu vs robo kids,,,2015-07-16,6.0,
rudra: secret of the black moon,,,2015-11-11,6.6,
rudra: the rise of king pharaoh,,,2015-04-22,7.0,
free to play,,,2018-07-01,4.5,
luis miguel - the series,,,,,
miss sloane,,,2016-11-25,7.42,
pj masks,,,2015-11-18,6.833,
delhi belly,,,,,
dhobi ghat (mumbai diaries),,,,,
jaane tu... ya jaane na,,,2018-11-19,0.0,
lagaan,,,2016-11-25,7.8,
madness in the desert,,,2015-01-01,2.0,
peepli live,,,2015-05-01,6.8,
taare zameen par,,,,,
ajeeb daastaans,,,2021-04-16,6.237,
arlo the alligator boy,,,2021-04-16,6.7,
bakugan: geogan rising,,,2016-11-23,7.12,
barbie & chelsea: the lost birthday,,,2021-03-27,6.992,
crimson peak,,,2015-10-13,6.658,
dad stop embarrassing me - the afterparty,,,2021-04-16,6.0,
doctor bello,,,2016-11-11,0.0,
four sisters before the wedding,,,2020-12-11,6.2,
into the beat,,,2020-07-16,6.4,
love naggers,,,2016-12-08,3.8,
rush,,,2020-03-26,0.0,
synchronic,,,2020-10-23,6.317,
the zookeeper's wife,,,2017-03-24,7.3,
time trap,,,2018-06-22,6.273,
tuesdays & fridays,,,2021-02-19,4.0,
dancing angels,,,2015-07-20,4.3,
dark city beneath the beat,,,2015-03-30,5.7,
durarara!!,,,2016-10-13,5.6,
gantz:o,,,2016-10-14,7.307,
garth brooks: the road i’m on,,,2015-06-22,4.0,
gilmore girls,,,2016-10-28,4.0,
high-rise invasion,,,2015-11-22,5.628,
next in fashion,,,2015-02-08,0.0,
only mine,,,2019-01-15,5.3,
peasants rebellion,,,2015-05-14,4.0,
power players,,,2016-07-24,4.0,
ricky zoom,,,2015-09-11,5.738,
ride or die,,,2021-04-15,6.8,
sonic x,,,2015-01-04,6.767,
the master,,,2016-12-21,7.0,
time is illmatic,,,2018-06-29,0.0,
wave of cinema: one day we'll talk about today,,,2016-10-27,7.7,
ajaibnya cinta,,,2019-09-21,2.0,
dad stop embarrassing me!,,,2021-04-16,6.0,
fate: the winx saga,,,2015-11-06,0.0,
house of cards,,,2021-01-06,10.0,
indian matchmaking,,,2015-04-22,7.0,
jeffrey epstein: filthy rich,,,2017-01-22,6.1,
law school,,,2018-10-04,4.6,
living with yourself,,,2016-02-26,4.2,
signal,,,2015-07-08,6.143,
slasher,,,2015-06-12,4.859,
the soul,,,2017-07-30,4.5,
the underclass,,,2016-04-01,0.0,
unnatural selection,,,2016-08-26,5.4,
uppena,,,2021-02-12,5.9,
why did you kill me?,,,2021-04-07,5.937,
motu patlu in hong kong: kung fu kings 3,,,2017-10-19,3.5,
motu patlu in the city of gold,,,2018-04-29,0.0,
motu patlu kung fu kings 4 the challenge of kung fu brothers,,,2018-10-21,10.0,
motu patlu the superheroes – super villains from mars,,,2019-01-26,10.0,
my love: six stories of true love,,,2016-02-14,0.0,
shiva vs autobots,,,2018-12-02,0.0,
shiva: journey to plunotaria,,,2019-01-01,10.0,
shiva: the secret world of vedas city,,,2017-12-31,0.0,
the baker and the beauty,,,2016-09-10,0.0,
new gods: nezha reborn,,,2021-02-06,8.104,
"nicky, ricky, dicky & dawn",,,2015-05-17,4.2,
don't be the first one,,,2015-06-11,5.8,
the stand-in,,,2017-09-16,4.4,
heaven official's blessing,,,2016-11-23,7.12,
night in paradise,,,2020-09-03,6.881,
ojukokoro: greed,,,2016-11-17,5.5,
roohi,,,2021-03-11,4.5,
thunder force,,,2021-04-09,5.5,
two distant strangers,,,2020-11-20,7.0,
story of kale: when someone's in love,,,2020-10-23,7.2,
the way of the househusband,,,2016-10-26,5.656,
dolly parton: a musicares tribute,,,2021-04-07,6.7,
the big day,,,2018-01-01,0.0,
the wedding coach,,,2017-02-22,6.7,
this is a robbery: the world's biggest art heist,,,2016-04-14,6.9,
the last kids on earth: happy apocalypse to you,,,2021-04-06,5.75,
coded bias,,,2020-11-11,6.888,
mandela,,,2021-04-05,7.1,
the fisherman's diary,,,2020-09-01,7.455,
what lies below,,,2020-12-17,5.3,
escape from planet earth,,,2015-04-30,4.9,
accepted,,,2018-09-22,6.923,
air strike,,,2018-10-26,5.043,
an american girl: mckenna shoots for the stars,,,2015-05-16,0.0,
concrete cowboy,,,2020-09-13,5.967,
cross: rise of the villains,,,2019-11-12,4.5,
god calling,,,2018-12-21,7.4,
irul,,,2021-04-02,5.6,
just say yes,,,2021-04-02,6.3,
madame claude,,,2021-04-02,5.7,
wild child,,,2016-04-14,6.2,
woody woodpecker,,,2017-10-05,6.566,
2012,Roland Emmerich,United States,2017-06-04,0.0,"Action & Adventure, Sci-Fi & Fantasy"
3 idiots,,,2017-04-02,7.6,
ferrari ki sawaari,,,2016-01-11,8.0,
glimpses of a future,,,2017-09-10,4.5,
ibrahim a fate to define,,,2015-11-06,0.0,
insidious,,,2015-05-28,6.281,
into the grizzly maze,,,2015-02-27,5.363,
kingsglaive: final fantasy xv,,,2016-07-09,6.7,
legally blonde,,,2019-11-28,0.0,
madam chief minister,,,2021-01-22,5.8,
magical andes,,,2015-09-05,5.6,
murder maps,,,2015-09-05,5.6,
prank encounters,,,2015-06-02,3.5,
s.w.a.t.: under siege,,,2017-08-01,5.834,
secrets of great british castles,,,2015-12-25,5.4,
seven souls in the skull castle: season bird,,,2019-05-10,0.0,
seven souls in the skull castle: season flower,,,2019-03-08,0.0,
seven souls in the skull castle: season wind,,,2019-05-10,0.0,
sniper: ghost shooter,,,2016-08-02,6.3,
starship troopers: traitor of mars,,,2017-08-21,5.9,
takers,,,2018-10-25,6.4,
tersanjung the movie,,,2021-04-01,8.2,
the knight and the princess,,,2019-09-19,6.0,
the pianist,,,2015-01-04,6.767,
the stepfather,,,2016-10-25,4.2,
wazir,,,2016-01-07,6.7,
white boy,,,2017-03-31,7.0,
worn stories,,,,,
yes man,,,2015-09-05,5.6,
at eternity's gate,,,2018-11-15,7.0,
haunted: latin america,,,2015-04-17,0.0,
not a game,,,2018-01-01,2.0,
robocar poli,,,2015-10-10,6.0,
yu-gi-oh!,,,2015-01-04,6.767,
7 yards: the chris norton story,,,2021-02-23,7.0,
octonauts & the ring of fire,,,2021-01-08,6.3,
rainbow high,,,2015-10-10,6.0,
mandela: long walk to freedom,,,2015-09-30,6.991,
lawless,,,2018-07-16,6.0,
marked,,,2021-09-01,4.0,
a week away,,,2021-03-26,6.9,
bad trip,,,2017-11-20,7.3,
big time rush,,,2016-08-17,4.4,
black is beltza,,,2018-10-05,5.9,
elizabeth and margaret: love and loyalty,,,2015-10-22,7.3,
keeping the bees,,,2019-09-23,5.625,
magic for humans spain,,,2015-09-12,8.493,
ni de coña,,,2020-11-13,4.8,
pagglait,,,2021-03-26,6.7,
the irregulars,,,2016-06-06,5.0,
caught by a wave,,,2021-03-25,6.6,
dota: dragon's blood,,,2016-10-27,5.0,
pui pui molcar,,,2016-12-30,7.3,
secret magic control agency,,,2021-03-18,6.991,
seaspiracy,,,2021-03-24,7.848,
loyiso gola: unlearning,,,2021-03-23,5.8,
men on a mission,,,2016-08-17,4.4,
navillera,,,2019-12-31,10.0,
philomena,,,2016-08-17,4.4,
any crybabies around?,,,2020-11-20,5.6,
hospital,,,2017-04-13,4.4,
jiu jitsu,,,2020-11-20,4.824,
mighty morphin power rangers,,,2016-12-01,0.0,
alien tv,,,2015-01-01,0.0,
country comfort,,,2015-10-07,0.0,
formula 1: drive to survive,,,2017-03-17,7.6,
reframe theater experience with you,,,2015-11-05,5.0,
the yin yang master,,,2021-02-12,6.7,
who's the boss,,,2020-02-28,3.6,
b: the beginning,,,2016-04-20,5.0,
deadly illusions,,,2021-03-18,4.941,
get the goat,,,2021-03-18,6.9,
nate bargatze: the greatest average american,,,2021-03-18,7.379,
skylines,,,2020-10-25,5.546,
the fluffy movie,,,2016-09-12,0.0,
the present,,,2018-04-05,0.0,
wave of cinema: 90's generation,,,2015-08-28,6.686,
catch.er,,,2015-03-27,5.7,
operation varsity blues: the college admissions scandal,,,2021-03-17,6.859,
under suspicion: uncovering the wesphael case,,,2018-11-16,5.324,
get on up,,,2019-08-15,0.0,
rebellcomedy: straight outta the zoo,,,2016-04-01,4.3,
savages,,,2019-10-11,6.9,
waffles + mochi,,,2016-12-30,7.3,
abla fahita: drama queen,,,2015-02-23,8.0,
c/o kaadhal,,,2016-06-02,6.7,
the bfg,,,2016-06-01,6.282,
the last blockbuster,,,2020-12-15,6.372,
the lost pirate kingdom,,,2015-01-25,10.0,
zero chill,,,2015-09-03,5.6,
audrey,,,2017-10-13,0.0,
çarsi pazar,,,2017-04-21,0.0,
just in time,,,2019-05-31,10.0,
love alarm,,,2016-12-08,3.8,
mucize,,,2015-01-04,6.767,
paper lives,,,2021-03-12,8.022,
paradise pd,,,2015-06-22,5.7,
quiet,,,2019-03-09,6.8,
romantik komedi,,,2015-09-05,5.6,
romantik komedi 2: bekarlığa veda,,,2020-09-12,0.0,
the one,,,2015-06-11,5.8,
yes day,,,2021-03-11,6.706,
you're everything to me,,,2016-12-09,6.0,
coven of sisters,,,2015-12-18,5.968,
generasi 90an: melankolia,,,2020-12-24,7.3,
the block island sound,,,2021-03-11,5.2,
dealer,,,2018-10-28,5.0,
last chance u: basketball,,,2019-03-29,4.5,
marriage or mortgage,,,2016-05-09,7.5,
the houseboat,,,2015-10-10,6.0,
bombay begums,,,2015-07-29,6.7,
bombay rose,,,2019-08-28,6.7,
my way,,,2015-01-01,3.0,
aelay,,,2021-02-28,6.4,
city of ghosts,,,2017-07-14,6.947,
dogwashers,,,2020-10-09,6.714,
fate of alakada,,,2020-04-03,10.0,
nevenka: breaking the silence,,,2015-05-01,7.5,
pokémon journeys: the series,,,2015-09-04,5.0,
sentinelle,,,2021-03-05,5.8,
mariposa,,,2020-03-12,6.3,
pacific rim: the black,,,2015-11-11,6.6,
parker,,,2015-03-30,5.7,
safe haven,,,2020-03-04,0.0,
moxie,,,2021-03-03,7.252,
murder among the mormons,,,2016-05-09,7.5,
black or white,,,2016-10-18,7.0,
indoo ki jawani,,,2020-12-11,3.5,
word party,,,2016-08-18,0.0,
a perfect day for arsenide,,,2015-08-28,6.668,
banyuki,,,2015-01-04,6.767,
biggie: i got a story to tell,,,2021-03-01,7.2,
blanche gardin: the all-nighter,,,2016-10-06,4.35,
connected,,,2016-04-15,7.5,
how to be really bad,,,2018-06-28,6.6,
lego marvel spider-man: vexed by venom,,,2019-08-03,6.243,
seven souls in the skull castle 2011,,,2015-12-13,6.0,
tenacious d in the pick of destiny,,,2016-11-01,8.2,
tiger & bunny,,,2015-04-09,0.0,
bigfoot family,,,2020-07-23,7.1,
captain fantastic,,,2016-07-08,7.894,
crazy about her,,,2021-02-26,7.233,
fuga,,,2021-06-05,4.0,
ginny & georgia - the afterparty,,,2021-02-26,7.046,
no escape,,,2015-08-26,6.9,
our idiot brother,,,2016-08-29,6.0,
the girl on the train,,,2016-10-05,6.443,
tony manero,,,2015-09-05,5.6,
who am i,,,2015-06-12,4.6,
el final del paraíso,,"United States, Colombia",2016-05-26,0.0,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
geez & ann,,,2021-02-25,6.8,
sin senos sí hay paraíso,,"United States, Colombia",,,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
the last bastion,,,2016-12-02,4.7,
age of samurai: battle for japan,,,2018-09-28,6.369,
"blue, painful, fragile",,,2020-08-28,6.4,
canine intervention,,,2016-08-26,5.883,
ginny & georgia,,,2015-08-28,10.0,
m8 - when death rescues life,,,2019-12-03,7.3,
two sentence horror stories,,,2015-11-20,3.6,
